completionCode,trialNum,itemNum,condition,Value,sentence,conj1,conj2,ratingRT
CO606387,89,25,X-and-Y-li,kötü sayılır,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,7051
CO606387,92,15,X-and-Y-siz,iyi,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,8972
CO606387,95,24,X-li-and-Y-li,kötü sayılır,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,5735
CO520146,2,31,X-li-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,5049
CO520146,5,23,X-li-and-Y-li,iyi,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,6316
CO520146,8,8,X-and-Y-li,iyi,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,9751
CO520146,11,32,X-and-Y-li,iyi sayılır,Aydan restorasyon projesi için taban ve tavanlı bir plan çizdi.,taban,tavan,8033
CO520146,17,29,X-siz-and-Y-siz,oldukça iyi,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,6570
CO520146,23,14,X-and-Y-siz,kötü,Elif gençlik yıllarında fare ve aslansız bir oyun sahneledi.,fare,aslan,7019
CO520146,26,28,X-and-Y-lik,kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,7835
CO520146,32,11,X-lik-and-Y-lik,kötü,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,4325
CO520146,35,12,X-and-Y-lik,iyi,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,6868
CO520146,38,10,X-and-Y-ci,kötü,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,5547
CO520146,41,6,X-and-Y-siz,kötü,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,5581
CO520146,44,3,X-lik-and-Y-lik,kötü,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,5508
CO520146,47,18,X-and-Y-ci,kötü,Nevzat genç bir stajyerken okul ve camici bir mimarın eserlerini inceledi.,okul,cami,6116
CO520146,50,20,X-and-Y-lik,oldukça iyi,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,7980
CO520146,53,13,X-siz-and-Y-siz,oldukça kötü,Emin geçen tatilde şehirsiz ve köysüz bir gezi yaptı.,şehir,köy,9469
CO520146,56,24,X-and-Y-li,kötü,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,4957
CO520146,62,1,X-ci-and-Y-ci,iyi,Emel geçen haftasonu çorapçı ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,5933
CO520146,65,15,X-li-and-Y-li,oldukça iyi,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,5556
CO520146,68,19,X-lik-and-Y-lik,kötü,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,6530
CO520146,71,9,X-ci-and-Y-ci,kötü,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,4898
CO520146,74,25,X-ci-and-Y-ci,kötü,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,7668
CO520146,77,16,X-and-Y-li,iyi sayılır,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5716
CO520146,80,7,X-li-and-Y-li,iyi sayılır,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,9363
CO520146,83,21,X-siz-and-Y-siz,iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,5605
CO520146,89,26,X-and-Y-ci,oldukça iyi,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,5859
CO520146,92,4,X-and-Y-lik,kötü,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,8780
CO520146,95,27,X-lik-and-Y-lik,oldukça iyi,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,6885
CO470488,17,6,X-siz-and-Y-siz,iyi,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,8230
CO470488,20,18,X-ci-and-Y-ci,kötü sayılır,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,8046
CO470488,26,11,X-and-Y-ci,kötü sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,7521
CO470488,32,22,X-siz-and-Y-siz,kötü sayılır,Yankı geçen yaz atsız ve balıksız bir menü denedi.,at,balık,8899
CO470488,38,2,X-ci-and-Y-ci,iyi,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,8548
CO470488,44,10,X-ci-and-Y-ci,iyi,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,6430
CO470488,53,26,X-ci-and-Y-ci,kötü,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,9628
CO470488,56,28,X-lik-and-Y-lik,kötü sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,6375
CO470488,59,16,X-li-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,9693
CO470488,65,21,X-and-Y-lik,kötü sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,6480
CO470488,68,32,X-li-and-Y-li,iyi,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,9451
CO470488,71,14,X-siz-and-Y-siz,iyi,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,9060
CO470488,74,30,X-siz-and-Y-siz,iyi,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,8025
CO470488,80,9,X-and-Y-li,iyi,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,8811
CO470488,83,7,X-and-Y-siz,oldukça iyi,Dilek çeyiz alşverişi için battaniye ve halısız bir paket seçmiş.,battaniye,halı,7787
CO470488,89,5,X-and-Y-lik,oldukça iyi,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,4934
CO470488,95,24,X-li-and-Y-li,oldukça iyi,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,8058
CO263824,3,4,X-and-Y-siz,kötü sayılır,Burak tatlı için limon ve portakalsız bir tarif bulmuş.,limon,portakal,6165
CO263824,6,31,X-ci-and-Y-ci,kötü,Tülay sonbahar koleksiyonu için gömlekçi ve pantoloncu bir tasarımcıyla tanıştı.,gömlek,pantolon,7210
CO263824,9,14,X-and-Y-li,oldukça iyi,Elif küçük bir çocukken fare ve aslanlı bir masal dinledi.,fare,aslan,5430
CO263824,15,12,X-and-Y-siz,iyi,Merve yeni hayatında ev ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,4199
CO263824,18,7,X-ci-and-Y-ci,kötü sayılır,Dilek çeyiz alşverişi için battaniyeci ve halıcı bir züccaciyeciye gidecekmiş.,battaniye,halı,9857
CO263824,27,27,X-siz-and-Y-siz,iyi,Baran araştırması için ormansız ve çölsüz bir bölge seçti.,orman,çöl,7230
CO263824,30,24,X-and-Y-ci,kötü sayılır,Neval ders çalışırken göz ve kulakçı bir doktorla konuştu.,göz,kulak,4737
CO263824,33,21,X-li-and-Y-li,iyi,Mertcan dün akşam abili ve ablalı bir fotoğraf gösterdi.,abi,abla,4498
CO263824,36,17,X-lik-and-Y-lik,oldukça iyi,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,3530
CO263824,39,30,X-and-Y-li,iyi sayılır,Asuman dergi yazısı için düğün ve cenazeli bir belgesel izledi.,cenaze,düğün,6790
CO263824,42,20,X-and-Y-siz,kötü sayılır,Fehime düğünden önce büyükanne ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,9638
CO263824,45,16,X-and-Y-ci,kötü sayılır,Okan üniversite yıllarında çiftlik ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,8038
CO263824,48,18,X-and-Y-lik,iyi,Nevzat genç bir stajyerken okul ve camilik bir alanın korunmasını önerdi.,okul,cami,7173
CO263824,51,3,X-siz-and-Y-siz,oldukça iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,6813
CO263824,57,22,X-and-Y-li,iyi,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,7470
CO263824,60,26,X-and-Y-lik,kötü sayılır,Sinan gece yarısı hayalet ve canavarlık bir sahne tasarladı.,hayalet,canavar,9805
CO263824,63,11,X-siz-and-Y-siz,oldukça iyi,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,5657
CO263824,66,1,X-lik-and-Y-lik,iyi sayılır,Emel geçen haftasonu çoraplık ve ayakkabılık bir dolap aldı.,çorap,ayakkabı,5506
CO263824,69,5,X-li-and-Y-li,iyi,Ece yılbaşı için tablolu ve vazolu bir masa aldı.,tablo,vazo,3775
CO263824,72,15,X-ci-and-Y-ci,kötü sayılır,Deniz misafir beklerken sürahici ve bardakçı bir antikacıdan alışveriş yaptı.,sürahi,bardak,8682
CO263824,75,8,X-and-Y-ci,iyi,Selin tamir için kapı ve pencereci bir marangozla anlaşmış.,kapı,pencere,5191
CO263824,78,9,X-lik-and-Y-lik,kötü sayılır,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,5126
CO263824,81,28,X-and-Y-siz,oldukça iyi,Yasemin mezuniyetinden önce doktor ve avukatsız bir mizansen canlandırdı.,avukat,doktor,6849
CO263824,84,29,X-li-and-Y-li,oldukça iyi,Melis çocuk kitabı için ejderhalı ve perili bir sahne tasarladı.,ejderha,peri,4839
CO263824,93,2,X-and-Y-lik,kötü sayılır,Ömer yeni evine masa ve sandalyelik bir renk seçti.,masa,sandalye,5888
CO263824,96,10,X-and-Y-lik,kötü sayılır,Ali yeni firmada kedi ve köpeklik bir tasarım yaptı.,kedi,köpek,5207
CO490300,3,21,X-and-Y-siz,oldukça iyi,Mertcan dün akşam abi ve ablasız bir hayat düşündü.,abi,abla,8627
CO490300,6,13,X-and-Y-siz,kötü,Emin geçen tatilde şehir ve köysüz bir gezi yaptı.,şehir,köy,9136
CO490300,12,8,X-ci-and-Y-ci,kötü,Selin tamir için kapıcı ve pencereci bir marangozla anlaşmış.,kapı,pencere,7137
CO490300,15,2,X-lik-and-Y-lik,iyi sayılır,Ömer yeni evine masalık ve sandalyelik bir renk seçti.,masa,sandalye,8597
CO490300,18,14,X-li-and-Y-li,iyi,Elif küçük bir çocukken fareli ve aslanlı bir masal dinledi.,fare,aslan,7361
CO490300,24,6,X-li-and-Y-li,iyi,Ali diyetteyken muzlu ve havuçlu bir kek yapardı.,muz,havuç,7616
CO490300,27,1,X-and-Y-ci,kötü,Emel geçen haftasonu çorap ve ayakkabıcı bir adamla tanıştı.,çorap,ayakkabı,9036
CO490300,30,23,X-and-Y-li,kötü,Jale geçen hafta çatal ve bıçaklı bir masa kurdu.,çatal,bıçak,7494
CO490300,36,32,X-ci-and-Y-ci,iyi,Aydan restorasyon projesi için tabancı ve tavancı bir ustayla görüştü.,taban,tavan,6055
CO490300,39,28,X-siz-and-Y-siz,oldukça iyi,Yasemin mezuniyetinden önce doktorsuz ve avukatsız bir mizansen canlandırdı.,avukat,doktor,5972
CO490300,42,12,X-siz-and-Y-siz,iyi,Merve yeni hayatında evsiz ve bahçesiz bir şehir hayatı yaşıyor.,ev,bahçe,8937
CO490300,45,24,X-ci-and-Y-ci,iyi,Neval ders çalışırken gözcü ve kulakçı bir doktorla konuştu.,göz,kulak,8907
CO490300,48,26,X-lik-and-Y-lik,kötü,Sinan gece yarısı hayaletlik ve canavarlık bir sahne tasarladı.,hayalet,canavar,6720
CO490300,51,17,X-and-Y-ci,iyi,Eylül kamp yaparken tepe ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,8149
CO490300,54,4,X-siz-and-Y-siz,iyi,Burak tatlı için limonsuz ve portakalsız bir tarif bulmuş.,limon,portakal,6084
CO490300,57,29,X-and-Y-siz,kötü,Melis çocuk kitabı için ejderha ve perisiz bir bölüm yazdı.,ejderha,peri,5804
CO490300,60,20,X-siz-and-Y-siz,iyi,Fehime düğünden önce büyükannesiz ve dedesiz bir aile hayatını irdeledi.,büyükanne,dede,9406
CO490300,63,27,X-and-Y-lik,kötü,Baran araştırması için orman ve çöllük bir alan çizdi.,orman,çöl,4987
CO490300,69,5,X-and-Y-siz,oldukça kötü,Ece yılbaşı için tablo ve vazosuz bir masa seçti.,tablo,vazo,6069
CO490300,72,31,X-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4715
CO490300,75,30,X-li-and-Y-li,iyi,Asuman dergi yazısı için düğünlü ve cenazeli bir belgesel izledi.,cenaze,düğün,6805
CO490300,78,11,X-and-Y-lik,oldukça kötü,Ahmet yabancı bir üniversitede bilim ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,4790
CO490300,81,9,X-and-Y-ci,kötü,Zeynep bu hafta anne ve babacı bir yeğeniyle ilgilendi.,anne,baba,7421
CO490300,84,10,X-lik-and-Y-lik,kötü,Ali yeni firmada kedilik ve köpeklik bir tasarım yaptı.,kedi,köpek,7619
CO490300,87,19,X-and-Y-lik,oldukça kötü,Zühre son yolculukta gece ve gündüzlük bir program belirledi.,gece,gündüz,7886
CO490300,90,3,X-and-Y-lik,iyi sayılır,Leyla eski çarşıda atkı ve şapkalık bir askı beğenmiş.,atkı,şapka,6889
CO490300,93,15,X-and-Y-li,kötü,Deniz misafir beklerken sürahi ve bardaklı bir konsept hazırladı.,sürahi,bardak,8803
CO490300,96,16,X-ci-and-Y-ci,oldukça kötü,Okan üniversite yıllarında çiftlikçi ve fabrikacı bir yatırımcıyla görüştü.,çiftlik,fabrika,6821
CO438265,2,19,X-lik-and-Y-lik,iyi sayılır,Zühre son yolculukta gecelik ve gündüzlük bir program belirledi.,gece,gündüz,9867
CO438265,5,22,X-and-Y-siz,iyi sayılır,Yankı geçen yaz at ve balıksız bir menü denedi.,at,balık,8612
CO438265,8,21,X-siz-and-Y-siz,oldukça iyi,Mertcan dün akşam abisiz ve ablasız bir hayat düşündü.,abi,abla,6761
CO438265,11,27,X-lik-and-Y-lik,oldukça kötü,Baran araştırması için ormanlık ve çöllük bir alan çizdi.,orman,çöl,6544
CO438265,14,3,X-lik-and-Y-lik,kötü,Leyla eski çarşıda atkılık ve şapkalık bir askı beğenmiş.,atkı,şapka,7528
CO438265,17,23,X-li-and-Y-li,kötü sayılır,Jale geçen hafta çatallı ve bıçaklı bir masa kurdu.,çatal,bıçak,6813
CO438265,20,9,X-ci-and-Y-ci,oldukça kötü,Zeynep bu hafta anneci ve babacı bir yeğeniyle ilgilendi.,anne,baba,5547
CO438265,23,5,X-siz-and-Y-siz,kötü,Ece yılbaşı için tablosuz ve vazosuz bir masa seçti.,tablo,vazo,7211
CO438265,26,6,X-and-Y-siz,kötü,Ali diyetteyken muz ve havuçsuz bir kek yapardı.,muz,havuç,6929
CO438265,29,18,X-and-Y-ci,kötü,Nevzat genç bir stajyerken okul ve camici bir mimarın eserlerini inceledi.,okul,cami,8277
CO438265,32,20,X-and-Y-lik,iyi sayılır,Fehime düğünden önce büyükanne ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,8379
CO438265,38,25,X-ci-and-Y-ci,oldukça kötü,İzel toplantı sırasında buruncu ve boyuncu bir doktordan bahsetti.,burun,boyun,5546
CO438265,41,4,X-and-Y-lik,kötü sayılır,Burak tatlı için limon ve portakallık bir tabak hazırlamış.,limon,portakal,6262
CO438265,44,26,X-and-Y-ci,oldukça kötü,Sinan gece yarısı hayalet ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,4895
CO438265,47,2,X-and-Y-ci,kötü sayılır,Ömer yeni evine masa ve sandalyeci bir usta getirdi.,masa,sandalye,5427
CO438265,53,17,X-ci-and-Y-ci,oldukça kötü,Eylül kamp yaparken tepeci ve nehirci bir rehberle doğa yürüyüşüne çıktı.,tepe,nehir,7232
CO438265,56,8,X-and-Y-li,kötü,Selin tamir için kapı ve pencereli bir atölye tasarlamış.,kapı,pencere,6430
CO438265,59,29,X-siz-and-Y-siz,iyi sayılır,Melis çocuk kitabı için ejderhasız ve perisiz bir bölüm yazdı.,ejderha,peri,6724
CO438265,62,11,X-lik-and-Y-lik,oldukça kötü,Ahmet yabancı bir üniversitede bilimlik ve teknolojilik bir dergi çıkardı.,bilim,teknoloji,4961
CO438265,68,30,X-and-Y-siz,iyi,Asuman dergi yazısı için düğün ve cenazesiz bir program önerdi.,cenaze,düğün,8285
CO438265,71,7,X-li-and-Y-li,iyi,Dilek çeyiz alşverişi için battaniyeli ve halılı bir paket seçmiş.,battaniye,halı,5620
CO438265,74,15,X-li-and-Y-li,kötü,Deniz misafir beklerken sürahili ve bardaklı bir konsept hazırladı.,sürahi,bardak,8297
CO438265,77,12,X-and-Y-lik,kötü,Merve aile mirasıyla ev ve bahçelik bir arsa satın aldı.,ev,bahçe,5643
CO438265,83,31,X-li-and-Y-li,iyi,Tülay sonbahar koleksiyonu için gömlekli ve pantolonlu bir kombin hazırladı.,gömlek,pantolon,4900
CO438265,86,16,X-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlik ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,5079
CO438265,89,24,X-and-Y-li,oldukça kötü,Neval ders çalışırken göz ve kulaklı bir robot gördü.,göz,kulak,3912
CO438265,92,10,X-and-Y-ci,oldukça kötü,Ali her hafta kedi ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,4535
CO438265,95,28,X-and-Y-lik,oldukça kötü,Yasemin mezuniyetinden önce doktor ve avukatlık bir kimlik seçti.,avukat,doktor,4931
CO15242,18,17,X-and-Y-li,iyi,Eylül kamp yaparken tepe ve nehirli bir alan seçti.,tepe,nehir,8207
CO15242,21,14,X-siz-and-Y-siz,iyi sayılır,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,4684
CO15242,24,24,X-li-and-Y-li,iyi,Neval ders çalışırken gözlü ve kulaklı bir robot gördü.,göz,kulak,8418
CO15242,27,5,X-and-Y-lik,kötü sayılır,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,6272
CO15242,30,4,X-lik-and-Y-lik,kötü sayılır,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,8295
CO15242,33,32,X-li-and-Y-li,kötü sayılır,Aydan restorasyon projesi için tabanlı ve tavanlı bir plan çizdi.,taban,tavan,8915
CO15242,36,21,X-and-Y-lik,iyi sayılır,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,9357
CO15242,39,3,X-and-Y-ci,kötü,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,5995
CO15242,45,29,X-and-Y-lik,oldukça kötü,Melis çocuk kitabı için ejderha ve perilik bir seri başlatmayı düşündü.,ejderha,peri,5467
CO15242,48,2,X-ci-and-Y-ci,oldukça kötü,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,4224
CO15242,54,12,X-lik-and-Y-lik,kötü,Merve aile mirasıyla evlik ve bahçelik bir arsa satın aldı.,ev,bahçe,7576
CO15242,57,16,X-li-and-Y-li,kötü sayılır,Okan üniversite yıllarında çiftlikli ve fabrikalı bir işletme kurdu.,çiftlik,fabrika,8296
CO15242,60,26,X-ci-and-Y-ci,kötü sayılır,Sinan gece yarısı hayaletçi ve canavarcı bir yazarla röportaj yaptı.,hayalet,canavar,4187
CO15242,63,23,X-and-Y-siz,kötü sayılır,Jale geçen hafta çatal ve bıçaksız bir piknik yaptı.,çatal,bıçak,4226
CO15242,66,13,X-and-Y-lik,kötü sayılır,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,4468
CO15242,69,1,X-and-Y-li,kötü sayılır,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,5545
CO15242,75,15,X-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,5504
CO15242,78,20,X-lik-and-Y-lik,oldukça kötü,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,4394
CO15242,81,11,X-and-Y-ci,iyi sayılır,Ahmet yabancı bir üniversitede bilim ve teknolojici bir araştırmaya katıldı.,bilim,teknoloji,9098
CO15242,84,31,X-and-Y-siz,kötü,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,5303
CO15242,87,10,X-ci-and-Y-ci,kötü,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,6042
CO15242,90,19,X-and-Y-ci,kötü sayılır,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,5837
CO15242,93,9,X-and-Y-li,kötü,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,4703
CO15242,96,25,X-and-Y-li,kötü,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,6814
CO420207,3,7,X-and-Y-siz,iyi sayılır,Dilek çeyiz alşverişi için battaniye ve halısız bir paket seçmiş.,battaniye,halı,7819
CO420207,6,10,X-ci-and-Y-ci,kötü,Ali her hafta kedici ve köpekçi bir komşusuyla sohbet eder.,kedi,köpek,7814
CO420207,15,4,X-lik-and-Y-lik,kötü sayılır,Burak tatlı için limonluk ve portakallık bir tabak hazırlamış.,limon,portakal,8688
CO420207,24,14,X-siz-and-Y-siz,iyi,Elif gençlik yıllarında faresiz ve aslansız bir oyun sahneledi.,fare,aslan,7145
CO420207,27,27,X-and-Y-ci,kötü,Baran araştırması için orman ve çölcü bir araştırmacıyla anlaştı.,orman,çöl,7885
CO420207,30,31,X-and-Y-siz,iyi,Tülay sonbahar koleksiyonu için gömlek ve pantolonsuz bir katalog inceledi.,gömlek,pantolon,8971
CO420207,33,1,X-and-Y-li,iyi,Emel geçen haftasonu çorap ve ayakkabılı bir takım aldı.,çorap,ayakkabı,8497
CO420207,36,5,X-and-Y-lik,kötü,Ece yılbaşı için tablo ve vazoluk bir masa aldı.,tablo,vazo,6695
CO420207,42,2,X-ci-and-Y-ci,kötü sayılır,Ömer yeni evine masacı ve sandalyeci bir usta getirdi.,masa,sandalye,6665
CO420207,45,21,X-and-Y-lik,oldukça kötü,Mertcan dün akşam abi ve ablalık bir hediye aldı.,abi,abla,7277
CO420207,51,30,X-siz-and-Y-siz,kötü sayılır,Asuman dergi yazısı için düğünsüz ve cenazesiz bir program önerdi.,cenaze,düğün,5508
CO420207,54,25,X-and-Y-li,iyi sayılır,İzel toplantı sırasında burun ve boyunlu bir maske inceledi.,burun,boyun,6423
CO420207,60,13,X-and-Y-lik,iyi sayılır,Emin geçen tatilde şehir ve köylük bir bölgeyi gezdi.,şehir,köy,9112
CO420207,63,22,X-siz-and-Y-siz,kötü,Yankı geçen yaz atsız ve balıksız bir menü denedi.,at,balık,8588
CO420207,66,28,X-lik-and-Y-lik,iyi sayılır,Yasemin mezuniyetinden önce doktorluk ve avukatlık bir kimlik seçti.,avukat,doktor,8116
CO420207,69,12,X-lik-and-Y-lik,kötü sayılır,Merve aile mirasıyla evlik ve bahçelik bir arsa satın aldı.,ev,bahçe,5598
CO420207,72,9,X-and-Y-li,iyi sayılır,Zeynep bu hafta anne ve babalı bir toplantıya katıldı.,anne,baba,4593
CO420207,75,20,X-lik-and-Y-lik,iyi sayılır,Fehime düğünden önce büyükannelik ve dedelik ilişkisi üzerine bir roman okudu.,büyükanne,dede,5666
CO420207,84,18,X-ci-and-Y-ci,kötü sayılır,Nevzat genç bir stajyerken okulcu ve camici bir mimarın eserlerini inceledi.,okul,cami,4927
CO420207,87,6,X-siz-and-Y-siz,kötü sayılır,Ali diyetteyken muzsuz ve havuçsuz bir kek yapardı.,muz,havuç,4814
CO420207,90,3,X-and-Y-ci,kötü,Leyla eski çarşıda atkı ve şapkacı bir tuhafiyeye uğrayacakmış.,atkı,şapka,7032
CO420207,93,15,X-and-Y-siz,iyi sayılır,Deniz misafir beklerken sürahi ve bardaksız bir sofra kurdu.,sürahi,bardak,5630
CO420207,96,19,X-and-Y-ci,oldukça kötü,Zühre son yolculukta gece ve gündüzcü bir rehberle tanıştı.,gece,gündüz,7134
CO339043,32,25,X-and-Y-lik,oldukça kötü,İzel toplantı sırasında burun ve boyunluk bir atkı ördü.,burun,boyun,8802
CO339043,35,3,X-and-Y-siz,kötü sayılır,Leyla eski çarşıda atkı ve şapkasız bir çocuğa acımış.,atkı,şapka,7099
CO339043,38,21,X-and-Y-li,kötü,Mertcan dün akşam abi ve ablalı bir fotoğraf gösterdi.,abi,abla,9296
CO339043,53,28,X-li-and-Y-li,kötü,Yasemin mezuniyetinden önce doktorlu ve avukatlı bir skeç yazdı.,avukat,doktor,6284
CO339043,56,14,X-ci-and-Y-ci,oldukça kötü,Elif gençlik yıllarında fareci ve aslancı bir hikaye yazdı.,fare,aslan,5722
CO339043,62,12,X-li-and-Y-li,kötü sayılır,Merve yaz tatilinde evli ve bahçeli bir tatil köyünü ziyaret etti.,ev,bahçe,8893
CO339043,65,9,X-and-Y-lik,kötü,Zeynep yıllar önce anne ve babalık bir görev üstlendi.,anne,baba,7698
CO339043,68,10,X-siz-and-Y-siz,iyi sayılır,Ali uzun zamandır kedisiz ve köpeksiz bir apartmanda yaşıyor.,kedi,köpek,9603
CO339043,71,24,X-lik-and-Y-lik,kötü,Neval ders çalışırken gözlük ve kulaklık bir kutu açtı.,göz,kulak,6075
CO339043,74,5,X-and-Y-li,kötü,Ece yılbaşı için tablo ve vazolu bir masa aldı.,tablo,vazo,9134
CO339043,83,27,X-and-Y-siz,kötü sayılır,Baran araştırması için orman ve çölsüz bir bölge seçti.,orman,çöl,7621
CO339043,86,22,X-ci-and-Y-ci,kötü,Yankı geçen yaz atçı ve balıkçı bir işletme sahibiyle tanıştı.,at,balık,7029
CO339043,89,26,X-siz-and-Y-siz,iyi sayılır,Sinan gece yarısı hayaletsiz ve canavarsız bir film izledi.,hayalet,canavar,5457
CO339043,95,20,X-li-and-Y-li,oldukça kötü,Fehime düğünden önce büyükanneli ve dedeli bir aile hayatını irdeledi.,büyükanne,dede,8032
CO970457,2,22,X-and-Y-li,iyi sayılır,Yankı geçen yaz at ve balıklı bir tablo aldı.,at,balık,9408
CO970457,17,17,X-lik-and-Y-lik,iyi,Eylül kamp yaparken tepelik ve nehirlik bir arazi satın aldı.,tepe,nehir,6101
CO970457,20,23,X-ci-and-Y-ci,iyi sayılır,Jale geçen hafta çatalcı ve bıçakçı bir esnaftan alışveriş yaptı.,çatal,bıçak,6132
CO970457,23,9,X-lik-and-Y-lik,iyi sayılır,Zeynep yıllar önce annelik ve babalık bir görev üstlendi.,anne,baba,5575
CO970457,26,11,X-siz-and-Y-siz,iyi sayılır,Ahmet yabancı bir üniversitede bilimsiz ve teknolojisiz bir düşünceyi eleştirdi.,bilim,teknoloji,9163
CO970457,29,3,X-siz-and-Y-siz,iyi,Leyla eski çarşıda atkısız ve şapkasız bir çocuğa acımış.,atkı,şapka,5835
